Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
636,Classic Racers,1960,Porsche,"718 RS 60 ""Welcome Pack""",Porsche 718 WP,"1960 Porsche 718 RS 60 ""Welcome Pack""",DLC store,Free w/DLC,,202007 Welcome,,Legendary,"1,000,000",A,800,6.6,7.4,7.2,8.8,6.5,160,120,1280,8.00,45,1587,NA,Flat,8,M,RWD,no,285,Forza,"278, 330, 207",800,805,"T, PDS",stock,Europe,Germany,,Yes,2,L,4,,,5.019,11.220,,163.1,150.4,359.9,1.04,1.08,6.201,7/28/2020,Upgraded
637,Classic Racers,1960,Porsche,718 RS 60,Porsche 718,1960 Porsche 718 RS 60,,"S13, S15, S19, S25, S30",,,,Legendary,"1,000,000",A,716,6.3,6.5,6.7,7.8,5.5,160,120,1280,8.00,45,1587,NA,Flat,4,M,RWD,Yes,215,Forza,"278, 330, 207",716,736,"T, PDS",stock,Europe,Germany,,Yes,2,L,4,,"mm, SS",4.968,11.167,12.533,154.6,165.8,406.7,0.91,0.94,6.199,9/7/2018,Race
638,Rare Classics,1959,Porsche,356 A 1600 Super,Porsche 356 '59,1959 Porsche 356 A 1600 Super,DLC store,Free w/DLC,,FH4 Car Pass / Icons,,Common,"240,000",D,180,4.9,4.0,3.8,6.1,3.7,75,86,1931,25.75,44,1582,NA,Flat,4,R,RWD,Yes,165,Luggage,"278, 207, 493, 330",180,210,"T, PDS",eng,Europe,Germany,,,2,L,4,,,14.140,65.167,,106.4,208.1,522.6,0.69,0.69,51.027,10/12/2018,Factory
639,Rare Classics,1957,Porsche,356A Speedster,Porsche 356A,1957 Porsche 356A Speedster,,,,,,Epic,"300,000",D,185,4.7,4.1,4.1,6.8,3.8,60,81,1676,27.93,44,1582,NA,Flat,4,R,RWD,Yes,165,Roof,"278, 207, 493, 330",185,217,"T, PDS",stock,Europe,Germany,,Yes,2,L,4,,,13.239,90.000,17.433,100.9,210.7,516.4,0.69,0.69,76.761,9/7/2018,Factory
640,Classic Racers,1955,Porsche,550A Spyder,Porsche 550,1955 Porsche 550A Spyder,,"S8 event, S13.4 FP, S20.1 Trial",,,,Epic,"600,000",D,387,5.9,4.2,5.4,6.9,3.7,109,95,1510,13.85,48,1498,NA,Flat,4,M,RWD,no,195,Forza,"278, 207, 330",387,413,"T, PDS",stock,Europe,Germany,,Yes,2,L,4,,"DvG, mm",7.375,19.772,16.100,140.9,210.5,510.2,0.72,0.71,12.397,9/7/2018,Race
641,Classic Racers,1951,Porsche,#46 356 SL Gmund Coupe,Porsche 356 SL,1951 Porsche #46 356 SL Gmund Coupe,Exclusive,"S13.2 event, FP (S15.1, S25.4)",,201908 Series 13,,Epic,"250,000",D,199,4.6,4.8,3.9,6.4,4.6,46,60,1411,30.67,46,1086,NA,Flat,4,R,RWD,Front,165,Forza,"278, 330, 207, 493",199,228,"T, PDS",stock,Europe,Germany,,,2,L,4,,,14.600,na,,98.9,198.0,na,0.76,0.75,na,8/27/2019,Race
642,Modern Super Cars,2058,Quadra,Turbo-R V-Tech,Quadra V-Tech,2058 Quadra Turbo-R V-Tech,Exclusive,Street Scene,,202012 Series 30,,Legendary,"1,000,000",S1,890,7.8,8.4,8.5,10.0,8.6,607,560,2756,4.54,45,4376,TT,V,8,R,AWD,Both,?,none,none,890,897,none,no,N. America,U.S.,,,2,L,4,,,3.250,6.850,,202.7,105.3,265.3,1.29,1.33,3.600,12/8/2020,Fantasy
643,GT Cars,723,Quartz,Regalia,Quartz Regalia,723 Quartz Regalia,Exclusive,"S6 event, S13.4 FP","S16 BF, S19.3",201902 Series 6,,Epic,"500,000",B,675,6.2,5.9,7.0,9.0,5.6,433,511,5622,12.98,60,7200,CS,V,12,F,AWD,no,300,Forza,"700, 750",675,675,none,eng,Asia,Japan,,Yes,2,L,4,,HH,4.800,11.500,,152.9,163.4,389.1,0.88,0.88,6.700,2/4/2019,Fantasy
644,Extreme Offroad,723,Quartz,Regalia Type-D,Quartz Regalia D,723 Quartz Regalia Type-D,Exclusive,"Car Mastery (Regalia), S22.3 PG",,201902 Series 6,,Legendary,"500,000",C,597,5.0,6.5,6.7,9.8,6.5,433,511,6063,14.00,60,7200,CS,V,12,F,AWD,no,?,Forza,"700, 850",599,597,none,eng,Asia,Japan,,Yes,2,L,4,,HH,4.931,14.428,,113.5,148.0,372.0,0.90,0.89,9.497,2/4/2019,Fantasy
645,Extreme Track Toys,2015,Radical,RXC Turbo,Radical RXC,2015 Radical RXC Turbo,,,,,,Epic,"330,000",S2,958,7.3,10.0,8.0,9.4,10.0,454,500,2072,4.56,41,3498,TT,V,6,M,RWD,no,295,Adjustable,"510, 475, 602",958,,none,eng,Europe,U.K.,,,2,L,4,,,2.600,5.200,10.450,185.5,106.7,243.6,1.37,1.81,2.600,9/7/2018,Factory
646,Hypercars,2019,RAESR,Tachyon Speed,RAESR TS '19,2019 RAESR Tachyon Speed,Exclusive,S33,,202103 Series 33,,Legendary,"1,050,000",S2,969,8.7,8.5,6.9,8.6,8.9,1251,3650,3200,2.56,46,0,E,E,E,M,AWD,Both,335,Adjustable,none,na,969,none,E,N. America,U.S.,,,1,C,4,,,,,,,,,,,,3/9/2021,Factory
647,Offroad,2017,Ram,Rebel TRX Concept,Ram Rebel TRX,2017 Ram Rebel TRX Concept,DLC store,Free w/DLC,,201812 Fortune,,Epic,"100,000",A,716,6.0,6.2,7.7,9.2,6.9,575,550,5319,9.25,56,6166,PDS,V,8,F,RWD,no,365,Bed,"640, 700, 850",710,716,none,eng,N. America,U.S.,,,4,L,4,,HH,4.919,12.419,,140.0,197.0,403.2,0.90,0.89,7.500,12/13/2018,Factory
648,Offroad,2017,Ram,2500 Power Wagon,Ram Power Wagon,2017 Ram 2500 Power Wagon,Exclusive,Horizon Life,,,,Common,"47,000",C,518,6.1,5.2,4.7,5.2,5.1,410,429,7044,17.18,59,6424,NA,V,8,F,AWD,no,285,Preset Offroad bed,"415, 640, 700, 850",,518,"TT, PDS",stock,N. America,U.S.,,,4,L,4,,"DvG, HH",7.700,21.900,15.650,143.2,275.9,529.0,0.79,0.79,14.200,9/7/2018,Factory
649,Cult Cars,1972,Reliant,Supervan III,Reliant Supervan,1972 Reliant Supervan III,,,,,,Common,"35,000",D,100,3.9,3.3,4.1,5.4,3.6,32,38,1004,31.38,44,700,NA,Inline,4,F,RWD,no,140,"Roof, WB","196, 300",100,100,none,stock,Europe,U.K.,,,3,R,3,,"DvG, mm, OR",19.020,na,,76.4,207.1,na,0.64,0.56,na,9/7/2018,Factory
650,Super Hot Hatch,2018,Renault,Megane R.S.,Megane R.S. '18,2018 Renault Megane R.S.,Exclusive,S17.3 FP,"S22.2, S22.4",201912 Series 17,,Rare,"250,000",A,702,6.5,7.0,6.0,7.6,7.1,275,287,3153,11.47,61,1798,T,Inline,4,F,FWD,Both,245,Forza,300,711,707,none,no,Europe,France,,,5,L,4,,,5.900,14.200,,158.9,135.6,337.7,1.00,1.06,8.300,12/12/2019,Factory
651,Super Hot Hatch,2016,Renault,Clio R.S. 16 Concept,Renault Clio '16,2016 Renault Clio R.S. 16 Concept,Exclusive,"S17, S22, S26, S31",,201912 Series 17,,Rare,"250,000",A,731,6.4,7.3,6.5,8.1,7.4,270,265,2657,9.84,65,1998,T,Inline,4,F,FWD,Both,235,Rally flaps,300,748,744,none,no,Europe,France,,,5,L,4,,,6.019,13.500,,156.7,132.6,321.4,1.09,1.15,7.481,12/12/2019,Factory
652,Hot Hatch,2013,Renault,Clio R.S. 200 EDC,Renault Clio '13,2013 Renault Clio R.S. 200 EDC,,,,,,Common,"29,000",B,606,5.9,6.0,6.0,7.6,6.1,197,177,2685,13.63,65,1618,T,Inline,4,F,FWD,no,205,Forza,300,615,616,none,no,Europe,France,,,5,L,4,,DD,6.500,16.700,14.767,140.6,145.6,369.3,0.86,0.88,10.200,9/7/2018,Factory
653,Track Toys,2010,Renault,Clio R.S. Forza Edition,Renault Clio FE,2010 Renault Clio R.S. Forza Edition,Exclusive,"Wheelspin, S13.4 PG",,,Clean Skills,FE,"25,000",A,701,5.9,7.7,6.2,7.7,7.7,198,159,2654,13.40,63,1998,NA,Inline,4,F,FWD,Yes,215,Preset Adjustable,300,807,808,"T, CS",stock,Europe,France,,,3,L,4,,RPC,6.600,16.719,,139.5,114.9,278.1,1.28,1.34,10.119,9/28/2018,Upgraded
654,Super Hot Hatch,2010,Renault,Megane R.S. 250,Renault Megane,2010 Renault Megane R.S. 250,,,,,,Common,"30,000",B,666,6.3,6.4,6.1,7.8,6.5,250,251,3058,12.23,65,1998,T,Inline,4,F,FWD,no,235,Forza,300,687,687,none,no,Europe,France,,,3,L,4,,DD,6.100,14.800,14.100,154.9,144.9,361.2,0.90,0.93,8.700,9/7/2018,Factory
655,Hot Hatch,2010,Renault,Clio R.S.,Renault Clio '10,2010 Renault Clio R.S.,,,,,,Common,"25,000",C,598,5.9,5.8,5.8,7.4,5.5,198,159,2654,13.40,63,1998,NA,Inline,4,F,FWD,Yes,215,Forza,300,612,617,"T, CS",stock,Europe,France,,,3,L,4,,"RPC, DD",6.600,16.700,,139.4,153.5,387.2,0.86,0.86,10.100,9/7/2018,Factory
656,Super Hot Hatch,2008,Renault,Megane R26.R,Megane R26.R,2008 Renault Megane R26.R,Exclusive,Eliminator,S22.2,201912 Series 17,,Rare,"250,000",A,704,6.2,7.0,6.3,7.9,7.2,227,228,2712,11.95,66,1998,T,Inline,4,F,FWD,Both,225,Forza,300,725,722,none,no,Europe,France,,,3,L,4,,,5.900,14.300,,151.9,138.0,338.0,1.00,1.06,8.400,12/12/2019,Factory
657,Hot Hatch,2007,Renault,Clio RS 197,Renault Clio,2007 Renault Clio RS 197,Exclusive,"S17.4 Trial, S21.4",,201912 Series 17,,Common,"250,000",C,592,5.9,6.1,5.6,6.9,6.3,197,158,2778,14.10,63,1998,NA,Inline,4,F,FWD,Both,215,Forza,300,616,612,"T, PDS, CS",stock,Europe,France,,,3,R,4,,,6.900,18.700,,140.3,149.7,369.7,0.89,0.89,11.800,12/12/2019,Factory
658,Hot Hatch,2003,Renault,Sport Clio V6,Renault Clio '03,2003 Renault Sport Clio V6,Exclusive,S17.2 event,S22.3,201912 Series 17,,Rare,"250,000",B,627,6.3,5.9,5.9,7.3,5.6,251,221,3086,12.29,40,2946,NA,V,6,M,RWD,Both,245,Aftermarket,"321, 510, 300",627,640,T,stock,Europe,France,,,3,L,4,,,6.000,15.200,14.671,151.5,154.0,387.4,0.87,0.88,9.200,8/15/2017,Factory
659,Retro Hot Hatch,1993,Renault,Clio Williams,Renault Clio '93,1993 Renault Clio Williams,Exclusive,Horizon Life,,,,Common,"30,000",C,502,5.6,5.2,5.7,7.3,4.9,142,129,2233,15.73,64,1998,NA,Inline,4,F,FWD,no,185,Rally lights roof,"212, 300",520,521,"T, CS",stock,Europe,France,,,3,R,4,,,7.700,20.800,15.217,132.9,169.5,426.5,0.84,0.85,13.100,9/7/2018,Factory
660,Rally Monsters,1980,Renault,5 Turbo Forza Edition,5 Turbo FE,1980 Renault 5 Turbo Forza Edition,Exclusive,"Wheelspin | S11, S17, S21, S32","S3, S6, S27",,Sills,FE,"316,000",B,675,5.5,8.0,6.3,8.4,7.5,157,163,2138,13.62,40,1397,T,Inline,4,M,RWD,no,220,Preset Adjustable / Rally,300,675,663,none,no,Europe,France,,,3,L,4,,"WW, HOM",6.700,19.300,,128.6,121.7,294.6,1.28,1.38,12.600,9/28/2018,Upgraded
661,Retro Rally,1980,Renault,5 Turbo,Renault 5 Turbo,1980 Renault 5 Turbo,,,,,,Rare,"120,000",C,512,5.5,5.0,6.3,8.0,4.8,157,163,2138,13.62,40,1397,T,Inline,4,M,RWD,Yes,220,Preset / Rally,"300, 475",512,516,none,no,Europe,France,,,3,L,4,,"WW, HOM",6.683,19.282,15.018,127.9,184.0,456.0,0.80,0.81,12.599,9/7/2018,Factory
662,Classic Rally,1973,Renault,Alpine A110 1600s,Renault A110,1973 Renault Alpine A110 1600s,Exclusive,Horizon Life,"S22.1, S33.1",,,Epic,"98,000",C,522,5.9,5.1,5.8,7.2,4.6,123,106,1576,12.81,40,1605,NA,Inline,4,R,RWD,no,165,Sport,"212, 305, 300",522,538,"T, PDS",stock,Europe,France,,,2,L,4,,,6.968,20.659,15.033,138.3,195.3,489.6,0.75,0.74,13.691,9/7/2018,Factory
663,Hypercars,2019,Rimac,Concept Two,Rimac Concept 2,2019 Rimac Concept Two,Exclusive,"S10.4 FP, S14 Ranked","S21.1, S21.2, S25.1",201906 Series 10,,Legendary,"2,000,000",S2,994,9.3,8.1,10.0,10.0,8.5,1887,1695,4299,2.28,48,0,E,E,E,M,AWD,Both,315,Forza,none,na,994,none,E,Europe,Croatia,,,2,L,4,,HR,1.850,4.300,,258.2,107.0,257.6,1.19,1.28,2.450,6/4/2019,Factory
664,Extreme Offroad,2016,RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,#37 Pro 2 Truck,2016 RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck,,S28,,,,Epic,"500,000",S1,815,6.6,6.7,6.2,7.6,6.5,850,640,3750,4.41,48,7210,NA,V,8,F,RWD,no,305,none,850,815,829,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,DvG,4.700,8.983,11.217,156.6,155.2,385.1,0.88,0.87,4.283,9/7/2018,Race
665,Modern Super Cars,2010,Rossion,Q1,Rossion Q1,2010 Rossion Q1,Exclusive,"S15, S19, S24, S28","S17, S23, S25, S29",201910 Series 15,,Epic,"180,000",S1,855,7.5,8.3,7.6,9.1,8.7,450,390,2675,5.94,41,2984,TT,V,6,M,RWD,Both,275,Forza,"750, 850",855,868,none,eng,N. America,U.S.,,,2,L,4,,,3.200,7.800,,195.4,124.7,301.5,1.08,1.26,4.600,10/21/2019,Factory
666,Retro Saloons,1984,Rover,SD1 Vitesse,Rover SD1,1984 Rover SD1 Vitesse,Exclusive,S19.1 event,,202002 Series 19,,Rare,"250,000",D,498,5.8,5.1,5.0,5.9,4.7,191,220,3197,16.74,53,3528,NA,V,8,F,RWD,Both,205,Forza,"415, 300, 455, 850",498,511,"TT, PDS",stock,Europe,U.K.,,,4,L,4,,,7.800,21.200,,136.4,194.1,470.4,0.79,0.79,13.400,2/10/2020,Factory
667,Modern Super Cars,2010,Saleen,S5S Raptor,Saleen S5S,2010 Saleen S5S Raptor,DLC Exclusive,Fortune Island,,201812 Fortune,,Epic,"180,000",S1,873,8.4,8.0,7.9,9.4,8.3,650,630,3365,5.18,44,4959,PDS,V,8,M,RWD,Yes,315,Forza,"640, 750",873,883,TT,eng,N. America,U.S.,,,2,L,4,,,3.200,6.800,,221.1,112.2,281.1,1.19,1.27,3.600,12/13/2018,Factory
668,Retro Super Cars,2004,Saleen,S7,Saleen S7,2004 Saleen S7,,,,,,Legendary,"388,000",S1,879,8.3,8.2,7.8,9.3,8.4,575,570,2756,4.79,40,6997,NA,V,8,M,RWD,no,345,Forza,"640, 750",879,888,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,OR,3.300,7.619,11.800,217.9,117.8,288.7,1.13,1.24,4.319,9/7/2018,Factory
669,Modern Muscle,2012,Shelby,1000,Shelby 1000,2012 Shelby 1000,Exclusive,S32,,202102 Series 32,,Epic,"250,000",A,782,8.7,6.0,6.2,7.8,6.3,920,750,3799,4.13,56,5409,PDS,V,8,F,RWD,Both,305,Hood,1000,782,829,none,eng,N. America,U.S.,,,2,L,4,,,3.200,6.912,,208.8,157.6,372.1,0.90,0.89,3.712,2/11/2021,Factory
670,Rare Classics,1965,Shelby,Cobra 427 S/C,Shelby Cobra 427,1965 Shelby Cobra 427 S/C,,,S8,,,Legendary,"2,100,000",B,700,6.6,5.4,5.9,7.5,4.8,425,500,2350,5.53,52,6984,NA,V,8,F,RWD,Yes,245,Forza,"415, 640",700,734,PDS,stock,N. America,U.S.,,Yes,2,L,4,,"WFRC, HR, SS",4.300,8.800,12.200,158.7,185.5,463.7,0.79,0.79,4.500,9/7/2018,Factory
671,Classic Racers,1965,Shelby,Cobra Daytona Coupe,Shelby Daytona,1965 Shelby Cobra Daytona Coupe,,"S17, S31",,,,Legendary,"8,000,000",B,645,7.3,5.0,5.5,6.5,4.8,390,341,2300,5.90,53,4727,NA,V,8,F,RWD,Yes,265,Forza,"415, 640",645,665,PDS,stock,N. America,U.S.,,,2,L,4,,"CS, HR",4.010,8.810,11.200,183.9,174.5,435.9,0.79,0.78,4.800,9/7/2018,Race
672,Classic Racers,1963,Shelby,Monaco King Cobra,Shelby Monaco KC,1963 Shelby Monaco King Cobra,DLC store,Free w/DLC & Car Pass,,201904 B-Jackson,,Epic,"550,000",S1,837,7.4,7.2,7.1,8.7,6.5,400,332,1300,3.25,45,4727,NA,V,8,M,RWD,Both,285,Forza,"640, 662, 700, 750",837,879,none,stock,N. America,U.S.,,Yes,2,R,4,,,3.000,6.513,10.500,184.9,134.3,334.7,1.01,1.05,3.513,4/9/2019,Race
673,Modern Super Cars,2016,Spania GTA,GTA Spano,GTA Spano,2016 Spania GTA GTA Spano,,,,,,Epic,"800,000",S2,931,9.0,8.7,7.7,9.1,9.3,912,899,3197,3.51,42,7990,TT,V,10,M,RWD,no,335,Forza,none,931,933,none,no,Europe,Spain,,,2,L,4,,OR,2.900,5.200,10.033,243.2,112.7,267.5,1.13,1.31,2.300,9/7/2018,Factory
674,Rally Monsters,2016,Subaru,"#199 WRX STI VT15R Rally Car ""Welcome Pack""",#199 WRX WP,"2016 Subaru #199 WRX STI VT15R Rally Car ""Welcome Pack""",DLC store,Free w/DLC,,202007 Welcome,,Legendary,"300,000",A,800,6.1,7.3,9.2,10.0,7.7,366,328,2900,7.92,56,1994,T,Flat,4,F,AWD,no,215,Rally lights,"415, 493",791,800,none,no,Asia,Japan,,,4,L,4,,,3.515,10.500,,150.0,136.3,327.0,1.03,1.11,6.985,7/28/2020,Upgraded
675,Rally Monsters,2016,Subaru,#199 WRX STI VT15R Rally Car,#199 Subaru WRX,2016 Subaru #199 WRX STI VT15R Rally Car,,,,,,Legendary,"300,000",A,762,5.9,7.7,8.8,10.0,8.0,330,480,2900,8.79,60,1994,T,Flat,4,F,AWD,no,215,Rally lights,"330, 415, 493",758,762,none,no,Asia,Japan,Impreza,,4,L,4,,,3.473,10.465,12.017,136.1,139.6,326.6,1.05,1.19,6.992,9/7/2018,Race
676,Modern Rally,2015,Subaru,WRX STI,Subaru WRX '15,2015 Subaru WRX STI,,,,,,Rare,"42,000",B,693,6.7,6.0,7.0,8.8,6.1,305,290,3386,11.10,59,2457,T,Flat,4,F,AWD,Both,245,Rally lights,"415, 493, 330",700,693,none,eng,Asia,Japan,Impreza,,4,L,4,,WW,4.817,12.618,12.800,165.5,160.8,387.0,0.87,0.89,7.801,9/7/2018,Factory
677,Modern Sports Cars,2013,Subaru,BRZ,Subaru BRZ,2013 Subaru BRZ,,,,,,Common,"32,000",C,562,6.4,5.2,5.8,7.3,4.7,200,151,2764,13.82,55,1998,NA,Flat,4,F,RWD,Both,215,Preset WB Drift,"321, 278, 415, 493, 330",562,572,"T, CS",stock,Asia,Japan,,,2,L,4,,DD,6.300,16.384,14.633,153.7,186.6,448.0,0.86,0.85,10.084,9/7/2018,Factory
678,Modern Rally,2011,Subaru,WRX STI,Subaru WRX '11,2011 Subaru WRX STI,,,,,,Common,"33,000",B,682,6.7,6.0,6.7,8.5,6.0,305,290,3384,11.10,58,2457,T,Flat,4,F,AWD,Both,245,Rally lights,"305, 415, 493, 330",689,682,none,eng,Asia,Japan,Impreza,,4,L,4,,WW,5.518,14.219,13.800,166.5,176.7,404.7,0.88,0.89,8.701,9/7/2018,Factory
679,Modern Rally,2008,Subaru,Impreza WRX STI,Subaru WRX '08,2008 Subaru Impreza WRX STI,,,,,,Common,"31,000",B,681,6.4,6.0,6.9,9.2,6.1,305,335,3395,11.13,58,2457,T,Flat,4,F,AWD,no,245,Rally lights,"415, 493, 330",689,681,none,eng,Asia,Japan,Impreza,,4,L,4,,WW,5.000,12.600,13.500,157.4,176.1,402.1,0.88,0.89,7.600,9/7/2018,Factory
680,Modern Rally,2005,Subaru,Impreza WRX STi,Subaru WRX '05,2005 Subaru Impreza WRX STi,,,,,,Rare,"51,000",B,694,6.7,5.9,7.7,9.5,5.5,311,311,3515,11.30,58,1994,T,Flat,4,F,AWD,Both,235,Preset / Rally,"415, 493, 330",705,694,none,eng,Asia,Japan,Impreza,,4,R,4,,WW,4.517,12.119,13.000,166.3,175.3,413.2,0.86,0.87,7.602,9/7/2018,Factory
681,Modern Rally,2004,Subaru,Impreza WRX STi,Subaru WRX '04,2004 Subaru Impreza WRX STi,Exclusive,"S10, S13, S15, S22, S32",S10,,,Common,"28,000",B,670,6.6,5.8,7.5,9.4,5.5,278,290,3270,11.76,58,1994,T,Flat,4,F,AWD,Both,225,"Aftermarket, Rally lights","278, 330, 415",670,685,none,eng,Asia,Japan,Impreza,,4,R,4,,WW,4.900,12.600,13.300,160.3,167.2,406.5,0.85,0.86,7.700,9/7/2018,Factory
682,Retro Rally,1998,Subaru,Impreza 22B STi,Subaru 22B,1998 Subaru Impreza 22B STi,Exclusive,Barn Find,,,,Legendary,"110,000",B,650,6.4,6.0,6.6,8.5,5.5,276,265,2800,10.14,58,2212,T,Flat,4,F,AWD,Both,235,Rally lights,"415, 493, 330",667,650,none,eng,Asia,Japan,Impreza,,2,R,4,,"WW, UH",4.700,13.517,13.500,153.2,157.8,395.1,0.88,0.88,8.817,9/7/2018,Factory
683,Retro Rally,1990,Subaru,Legacy RS,Subaru Legacy RS,1990 Subaru Legacy RS,,,,,,Common,"25,000",C,503,6.1,4.8,5.6,7.4,4.9,217,199,2990,13.78,57,1994,T,Flat,4,F,AWD,Both,205,Rally lights,"278, 415, 493, 330",511,503,none,eng,Asia,Japan,,,4,R,4,,"RPC, HOM",6.683,20.000,14.900,145.4,215.5,480.4,0.77,0.78,13.317,9/7/2018,Factory
684,Classic Sports Cars,1967,Sunbeam,Tiger,Sunbeam Tiger,1967 Sunbeam Tiger,DLC free,Free w/DLC,,201809 free DLC,,Rare,"65,000",D,500,5.8,4.5,5.6,7.1,4.5,200,282,2560,12.80,51,4737,NA,V,8,F,RWD,no,175,Forza,"510, 526, 602, 700",500,518,"T, PDS",stock,Europe,U.K.,,Yes,2,L,4,,"SS, RPC",6.720,16.716,,134.9,194.7,496.9,0.71,0.71,9.996,9/7/2018,Factory
685,Classic Rally,1979,Talbot,Sunbeam Lotus,Talbot Sunbeam,1979 Talbot Sunbeam Lotus,DLC free,Free w/DLC,,201809 free DLC,,Common,"25,000",D,469,5.3,4.6,5.4,6.9,4.7,148,150,2116,14.30,57,2172,NA,Inline,4,F,RWD,no,185,Wideboy/Rally lights,"321, 212, 300",469,494,"T, PDS",stock,Europe,U.K.,,,3,R,4,,"BRG, RPC",7.417,20.417,,121.1,194.8,476.5,0.76,0.75,13.000,9/7/2018,Factory
686,Modern Sports Cars,2017,TAMO,Racemo,TAMO Racemo,2017 TAMO Racemo,,,,,,Legendary,"600,000",C,577,5.9,5.7,6.1,7.8,5.6,188,155,2293,12.20,45,1199,T,Inline,3,M,RWD,Both,235,Forza,300,577,580,none,eng,Asia,India,,,2,R,4,,,6.116,16.716,14.100,128.8,160.9,386.4,0.89,0.93,10.600,9/7/2018,Factory
687,Offroad,2014,Terradyne,Gurkha LAPV,Terradyne Gurkha,2014 Terradyne Gurkha LAPV,,S8 event,,,,Legendary,"450,000",D,223,5.0,5.1,3.5,4.1,5.3,300,657,16499,55.00,43,6656,T,V,8,F,AWD,no,335,none,"700, 850",,,none,no,N. America,Canada,,,5,L,4,,"DvG, OR, HH",19.100,102.540,,100.6,201.4,457.2,0.81,0.76,83.440,9/7/2018,Factory
688,Extreme Offroad,2018,Top Gear,Track-Tor,TG Track-tor,2018 Top Gear Track-Tor,Exclusive,Story: Top Gear,,201907 Series 11,,Legendary,"250,000",C,577,5.2,6.9,6.8,8.4,5.9,500,430,5500,11.00,50,5735,NA,V,8,F,RWD,no,495,none,850,577,459,"TT, PDS",stock,Europe,U.K.,,~,2,C,4,,HH,6.618,19.427,,116.1,181.7,432.8,0.91,0.90,12.809,7/1/2019,Tuner
689,Extreme Offroad,2016,Toyota,Land Cruiser Arctic Trucks AT37,Toyota AT37,2016 Toyota Land Cruiser Arctic Trucks AT37,,,,,,Rare,"83,000",D,444,5.0,6.3,4.3,5.1,5.3,161,253,4993,31.01,50,2982,T,Inline,4,F,AWD,no,315,Rally lights / bars,"415, 300, 850",452,444,none,eng,Asia,Japan,,,5,L,4,,"DvG, WW, HH",13.344,49.575,17.717,111.2,182.7,453.8,0.83,0.82,36.231,9/7/2018,Factory
690,Modern Sports Cars,2013,Toyota,GT86,Toyota GT86,2013 Toyota GT86,Exclusive,S27.4 event,,202009 Series 27,,Epic,"250,000",C,580,5.7,5.8,6.5,6.7,5.5,197,151,2734,13.88,55,1998,NA,Flat,4,F,RWD,Both,215,"Aftermarket, WB","321, 278, 320, 415, 330, 493, 562",562,572,"T, CS",stock,Asia,Japan,,,2,R,4,,,6.300,16.400,,147.6,171.1,404.6,0.86,0.85,10.100,9/23/2020,Factory
691,Extreme Offroad,2007,Toyota,Hilux Arctic Trucks AT38,Toyota AT38,2007 Toyota Hilux Arctic Trucks AT38,,S4 event,,,,Common,"55,000",C,516,5.0,6.7,4.6,5.8,5.7,169,265,4740,28.05,50,2982,T,Inline,4,F,AWD,no,405,Bed,"415, 300, 850",520,516,none,eng,Asia,Japan,,,4,R,4,,"DvG, WW, HH",11.662,44.159,17.567,113.3,218.1,465.8,0.88,0.87,32.497,9/7/2018,Factory
692,Retro Sports Cars,1998,Toyota,Supra RZ,Toyota Supra '98,1998 Toyota Supra RZ,,Eliminator,,201912 Series 17,,Legendary,"250,000",B,693,7.1,6.1,6.2,7.8,5.6,320,315,3329,10.40,53,2997,TT,Inline,6,F,RWD,Both,255,Aftermarket,"320, 415, 300, 850, 627",693,705,T,eng,Asia,Japan,,,2,R,4,,,5.300,12.616,,176.2,168.2,403.6,0.88,0.90,7.316,12/1/2019,Factory
693,Retro Sports Cars,1995,Toyota,MR2 GT,Toyota MR2 '95,1995 Toyota MR2 GT,Exclusive,S23.4 event,,202006 Series 23,,Rare,"250,000",B,621,6.8,5.3,6.6,8.3,4.8,241,228,2657,11.02,42,1998,T,Inline,4,M,RWD,Both,255,Aftermarket,"327, 300",621,643,none,eng,Asia,Japan,MR,,2,R,4,,,5.516,14.200,,166.6,178.3,454.9,0.82,0.82,8.684,6/15/2020,Factory
694,Retro Rally,1994,Toyota,Celica GT-Four ST205,Toyota Celica '94,1994 Toyota Celica GT-Four ST205,Exclusive,S22.1 event,,202005 Series 22,,Rare,"250,000",C,595,6.8,5.1,6.7,8.4,5.0,255,224,3175,12.45,60,1998,T,Inline,4,F,AWD,Both,215,Aftermarket,"327, 300",608,595,none,no,Asia,Japan,Celica,,2,R,4,,RPC,5.950,17.000,,166.1,193.5,456.9,0.80,0.80,11.050,5/4/2020,Factory
